employee_id,department,role,team_size,sprint_number,project_name,experience_years,previous_kpis_count,previous_kpi_met_rate,kpi_type,unit,target_value,duration_days,work_style,pace_ratio,halfway_completion,update_frequency,pace_trend,days_remaining_pct,fell_behind,n_updates,days_since_last_update,total_output_pct,engagement_score,risk_score,consistency_score,historical_success_rate,met_target
894,Engineering,designer,7,8,Sprint 8,12.3,20,0.39,Deploy system updates,updates,43,50,slow_starter,1.112,0.6449,1.588,0.5715,0.0826,0,5,2,1.15,1.0,0.026,0.938,0.272,1
895,QA,consultant,7,19,Sprint 19,2.5,6,0.25,Resolve bug reports,bugs,53,109,steady,0.6,0.3848,0.5461,0.7204,0.0534,0,10,0,0.663,0.878,0.295,0.979,0.134,1
896,QA,tester,4,13,Sprint 13,11.8,13,0.1,Resolve bug reports,bugs,25,106,struggling,0.9624,0.3215,0.3721,-0.7815,0.5349,1,6,7,0.546,0.194,0.511,0.95,0.188,0
897,QA,designer,8,14,Sprint 14,7.2,17,0.03,Run quality tests,tests,107,121,steady,0.6,0.3825,0.8825,0.3462,0.0869,0,12,2,0.746,0.974,0.367,0.967,0.158,1
898,Product,analyst,11,18,Sprint 18,13.5,9,0.05,Complete code reviews,reviews,107,92,steady,1.1202,0.4399,0.1,1.3868,0.4113,0,13,14,1.081,0.561,0.187,0.948,0.067,0
899,Engineering,engineer,2,9,Sprint 9,12.5,20,0.11,Close support tickets,tickets,158,162,slow_starter,0.6912,0.497,1.2126,0.4324,0.0,0,6,0,1.077,1.0,0.32,1.0,0.104,1
900,Engineering,consultant,11,22,Sprint 22,7.9,1,0.7,Process sales leads,leads,153,114,slow_starter,0.2296,0.2317,0.5424,-0.8968,0.3077,1,8,12,0.408,0.329,0.814,0.897,0.798,0
901,Sales,developer,12,10,Sprint 10,10.9,0,0.5,Onboard new clients,clients,7,87,struggling,0.5467,0.3769,0.707,-0.3017,0.4303,0,5,5,0.73,0.722,0.394,0.907,0.518,0
902,Marketing,engineer,10,4,Sprint 4,4.1,3,0.47,Conduct client calls,calls,34,47,steady,1.074,0.5701,0.9237,-0.023,0.1086,0,13,1,1.15,0.887,0.096,0.9,0.5,1
903,Sales,analyst,10,9,Sprint 9,12.4,14,0.86,Close support tickets,tickets,71,106,steady,0.81,0.501,0.9535,0.659,0.0502,0,10,4,1.082,0.938,0.213,1.0,0.841,1
904,Sales,analyst,10,24,Sprint 24,10.6,6,0.48,Close support tickets,tickets,87,66,struggling,0.5139,0.1973,0.4553,-1.0039,0.1208,1,3,3,0.384,0.427,0.725,1.0,0.584,0
905,QA,designer,3,15,Sprint 15,6.5,13,0.15,Process sales leads,leads,156,124,steady,0.6238,0.2054,0.3607,0.4121,0.2713,1,5,3,0.389,0.379,0.623,1.0,0.107,0
906,Marketing,designer,2,12,Sprint 12,14.5,14,0.88,Deploy system updates,updates,6,178,steady,1.0611,0.3528,1.0758,-0.0112,0.0955,0,18,2,0.665,0.966,0.199,1.0,0.903,1
907,Marketing,analyst,7,23,Sprint 23,8.1,16,0.06,Complete code reviews,reviews,121,158,slow_starter,0.886,0.3915,1.0457,-2.4945,0.3934,1,9,1,0.543,0.558,0.492,0.97,0.079,0
908,Sales,developer,12,10,Sprint 10,13.9,2,0.92,Process sales leads,leads,116,147,slow_starter,0.9337,0.4622,0.3687,-1.2792,0.4842,1,8,8,0.83,0.301,0.514,0.929,0.942,0
909,Marketing,consultant,10,9,Sprint 9,2.4,10,0.59,Onboard new clients,clients,22,76,slow_starter,0.2922,0.1968,0.4169,-0.7618,0.1703,1,5,0,0.391,0.412,0.739,0.958,0.617,0
910,Sales,analyst,3,22,Sprint 22,2.0,15,0.32,Deploy system updates,updates,10,41,slow_starter,0.9588,0.4424,1.0546,0.728,0.0,0,15,0,0.948,1.0,0.157,0.949,0.297,1
911,QA,designer,3,2,Sprint 2,9.4,3,0.04,Conduct client calls,calls,33,74,slow_starter,1.1388,0.0957,1.1277,-0.6357,0.305,0,3,4,0.154,0.907,0.205,0.926,0.188,0
912,Product,engineer,9,13,Sprint 13,2.4,20,0.57,Write documentation pages,pages,48,37,strong_starter,0.3852,0.3154,0.6944,-1.5274,0.3962,1,5,0,0.567,0.403,0.699,1.0,0.542,0
913,Sales,designer,10,7,Sprint 7,1.7,0,0.5,Onboard new clients,clients,24,103,strong_starter,1.3386,0.7094,0.8607,1.2226,0.032,0,21,0,1.15,0.977,0.0,0.966,0.488,1
914,Product,designer,11,18,Sprint 18,13.0,10,0.19,Conduct client calls,calls,24,65,struggling,0.1185,0.3337,0.7249,-0.2032,0.02,0,3,4,0.668,0.898,0.544,0.97,0.108,0
915,Marketing,designer,10,12,Sprint 12,5.7,17,0.85,Run quality tests,tests,83,78,slow_starter,0.8648,0.3712,0.7333,-0.5502,0.5563,0,8,3,0.714,0.764,0.213,1.0,0.881,0
916,Marketing,developer,3,4,Sprint 4,7.7,1,0.6,Deploy system updates,updates,10,175,steady,0.6,0.582,0.942,0.9409,0.185,0,13,5,1.15,0.953,0.326,0.967,0.662,1
917,Engineering,analyst,6,3,Sprint 3,8.2,7,0.85,Resolve bug reports,bugs,47,129,slow_starter,0.5394,0.2366,0.2263,-0.0844,0.3455,0,10,11,0.455,0.528,0.435,0.97,0.91,0
918,Engineering,tester,9,9,Sprint 9,10.0,1,0.34,Deploy system updates,updates,45,44,steady,1.382,0.5103,0.9213,-0.4606,0.095,0,12,2,0.967,0.933,0.0,1.0,0.346,1
919,Product,consultant,2,8,Sprint 8,7.7,18,0.9,Close support tickets,tickets,75,82,slow_starter,1.0546,0.4354,0.6271,1.7888,0.1499,0,6,3,1.073,0.812,0.227,0.974,0.787,1
920,Marketing,consultant,11,3,Sprint 3,13.4,15,0.95,Close support tickets,tickets,128,48,steady,0.7986,0.3367,0.439,0.2809,0.0665,1,9,3,0.643,0.45,0.601,0.946,0.891,0
921,Product,designer,9,10,Sprint 10,11.8,7,0.02,Close support tickets,tickets,167,159,slow_starter,0.9684,0.3814,1.0036,1.5325,0.0996,1,16,4,0.85,0.662,0.607,1.0,0.0,1
922,Engineering,tester,9,2,Sprint 2,6.1,12,0.7,Conduct client calls,calls,88,127,slow_starter,0.8045,0.3001,0.8679,-1.1695,0.1825,1,4,5,0.571,0.533,0.557,0.871,0.781,0
923,Marketing,developer,7,7,Sprint 7,5.5,1,0.24,Complete code reviews,reviews,59,142,steady,1.4305,0.4942,0.9787,0.8485,0.2327,1,14,0,0.991,0.566,0.283,0.967,0.256,1
924,Engineering,consultant,5,2,Sprint 2,1.6,4,0.44,Deploy system updates,updates,40,175,steady,0.9562,0.3919,0.6798,2.0686,0.18,0,19,3,0.924,0.884,0.198,0.994,0.437,1
925,Sales,tester,8,16,Sprint 16,10.0,2,0.08,Process sales leads,leads,197,92,strong_starter,0.1,0.5407,0.7673,0.0128,0.2914,0,7,5,1.114,0.754,0.507,0.974,0.064,0
926,Product,developer,10,10,Sprint 10,13.1,7,0.53,Write documentation pages,pages,67,86,strong_starter,1.1964,0.4012,0.7516,0.6104,0.1611,0,5,3,0.824,0.843,0.034,0.923,0.607,1
927,QA,consultant,11,16,Sprint 16,4.6,6,0.91,Run quality tests,tests,33,43,strong_starter,1.1085,0.4864,1.0404,0.8881,0.1396,0,12,4,1.108,0.995,0.113,0.94,0.935,1
928,Sales,engineer,5,23,Sprint 23,6.9,14,0.95,Resolve bug reports,bugs,85,83,slow_starter,1.3758,0.6659,0.7338,-0.8446,0.0369,1,16,0,1.15,0.601,0.308,1.0,0.843,1
929,Engineering,engineer,6,20,Sprint 20,6.1,0,0.5,Resolve bug reports,bugs,50,180,steady,0.8506,0.3745,0.8971,0.1488,0.0,0,18,0,0.827,1.0,0.292,0.965,0.527,1
930,QA,tester,2,22,Sprint 22,4.9,17,0.76,Close support tickets,tickets,97,82,slow_starter,0.7679,0.6675,1.0548,-0.1003,0.0,0,3,0,1.15,1.0,0.184,1.0,0.904,1
931,Marketing,analyst,2,11,Sprint 11,11.0,19,0.43,Write documentation pages,pages,69,97,struggling,1.0578,0.1541,0.1,2.2456,0.6177,1,7,1,0.426,0.149,0.525,1.0,0.457,0
932,Product,tester,9,14,Sprint 14,8.8,18,0.77,Close support tickets,tickets,246,57,struggling,0.7917,0.4945,1.3048,0.9113,0.1236,0,16,1,1.088,0.916,0.212,1.0,0.739,1
933,Engineering,developer,12,9,Sprint 9,1.7,7,0.77,Onboard new clients,clients,26,90,strong_starter,0.9788,0.3942,1.4211,0.9533,0.1743,0,6,1,0.85,1.0,0.159,0.972,0.838,1
934,Product,consultant,11,1,Sprint 1,2.3,18,0.66,Close support tickets,tickets,197,100,slow_starter,0.6027,0.7888,1.2445,0.3034,0.1816,0,7,0,1.15,1.0,0.22,1.0,0.613,1
935,QA,engineer,7,16,Sprint 16,9.7,17,0.22,Onboard new clients,clients,17,34,slow_starter,1.2266,0.7748,1.4185,0.2604,0.1608,1,15,3,1.15,0.874,0.271,0.944,0.189,1
936,Engineering,designer,4,9,Sprint 9,11.6,8,0.26,Resolve bug reports,bugs,93,171,steady,0.86,0.5023,1.0541,-1.4777,0.1774,0,3,7,0.931,0.955,0.206,0.974,0.213,1
937,Engineering,analyst,12,17,Sprint 17,13.0,18,0.32,Complete code reviews,reviews,67,42,steady,1.1501,0.5198,1.0479,0.5496,0.0,0,13,2,1.103,1.0,0.141,0.935,0.338,1
938,Product,tester,2,20,Sprint 20,3.9,3,0.08,Resolve bug reports,bugs,47,34,slow_starter,1.0503,0.2881,0.6843,-0.456,0.4732,1,6,14,0.545,0.389,0.527,0.573,0.13,0
939,QA,engineer,12,14,Sprint 14,13.2,4,0.02,Conduct client calls,calls,46,113,slow_starter,0.1,0.3008,0.4821,-1.5196,0.2225,1,5,7,0.442,0.442,0.938,0.952,0.085,0
940,Product,tester,2,6,Sprint 6,5.8,9,0.93,Deploy system updates,updates,29,150,steady,0.9955,0.4855,1.181,-0.8991,0.1994,0,9,11,0.922,1.0,0.157,0.948,0.852,0
941,Marketing,tester,7,7,Sprint 7,6.0,18,0.03,Process sales leads,leads,84,110,steady,1.6552,0.4929,0.9752,-0.0314,0.042,0,10,0,0.914,0.938,0.0,1.0,0.104,1
942,Marketing,consultant,10,24,Sprint 24,6.6,3,0.85,Deliver product features,features,12,87,steady,1.0178,0.5751,0.1,-1.7029,0.1875,1,5,6,0.932,0.295,0.422,0.895,0.676,0
943,Product,developer,5,19,Sprint 19,4.7,7,0.33,Onboard new clients,clients,24,164,struggling,0.8419,0.4631,0.996,-0.8926,0.0558,0,8,1,0.79,0.939,0.159,0.986,0.261,1
944,Engineering,consultant,5,15,Sprint 15,11.1,13,0.36,Conduct client calls,calls,78,110,slow_starter,0.9448,0.3609,0.599,-1.2272,0.3533,1,9,8,0.713,0.457,0.559,0.934,0.414,0
945,QA,designer,5,19,Sprint 19,12.5,4,0.93,Write documentation pages,pages,51,153,struggling,0.4849,0.2312,0.7248,0.0263,0.3711,1,10,0,0.415,0.49,0.7,1.0,0.971,0
946,Product,developer,7,4,Sprint 4,1.7,13,0.51,Process sales leads,leads,200,65,slow_starter,0.6789,0.2227,0.476,-0.3168,0.3157,1,5,6,0.498,0.465,0.674,0.841,0.553,0
947,Engineering,analyst,3,14,Sprint 14,4.3,17,0.71,Conduct client calls,calls,135,76,steady,1.1197,0.5055,0.8403,1.2147,0.3075,1,8,4,1.148,0.61,0.371,0.904,0.718,0
948,Engineering,analyst,10,17,Sprint 17,13.8,13,0.35,Close support tickets,tickets,150,36,slow_starter,0.6388,0.3974,0.484,1.5403,0.1194,1,10,4,0.827,0.47,0.613,0.833,0.215,0
949,Product,tester,11,20,Sprint 20,2.1,1,0.07,Resolve bug reports,bugs,30,116,struggling,0.6977,0.4464,0.7955,-0.2876,0.367,0,6,0,0.796,0.798,0.279,1.0,0.131,0
950,QA,consultant,4,24,Sprint 24,3.2,18,0.92,Deploy system updates,updates,34,141,steady,1.2573,0.5008,0.6106,0.8033,0.1473,0,3,0,1.047,0.806,0.007,0.998,0.903,1
951,QA,designer,7,15,Sprint 15,3.1,18,0.28,Close support tickets,tickets,191,124,strong_starter,0.657,0.1925,0.4283,-1.5383,0.3532,0,8,4,0.402,0.65,0.456,0.936,0.118,0
952,Marketing,tester,10,14,Sprint 14,4.6,12,0.32,Onboard new clients,clients,13,42,steady,0.8086,0.3373,0.6303,-1.0565,0.2952,1,5,6,0.645,0.473,0.606,0.846,0.293,0
953,Marketing,developer,3,12,Sprint 12,4.6,3,0.29,Conduct client calls,calls,75,162,steady,0.8001,0.4882,0.3,-0.2992,0.0926,0,15,1,0.965,0.583,0.231,0.91,0.193,1
954,Engineering,analyst,12,9,Sprint 9,2.5,6,0.55,Complete code reviews,reviews,103,96,strong_starter,0.6495,0.4914,0.7314,-0.3299,0.2973,1,4,5,0.972,0.434,0.622,0.928,0.616,0
955,Sales,engineer,9,1,Sprint 1,5.9,9,0.94,Process sales leads,leads,40,168,slow_starter,1.3499,0.3058,0.8823,-0.5911,0.0,0,8,6,0.606,1.0,0.11,0.927,0.909,1
956,Engineering,consultant,3,15,Sprint 15,13.4,15,0.26,Run quality tests,tests,36,146,struggling,1.253,0.6013,0.8837,-1.311,0.3959,0,12,1,1.051,0.823,0.025,1.0,0.25,1
957,Sales,consultant,3,11,Sprint 11,2.8,10,0.28,Deliver product features,features,30,50,slow_starter,0.3861,0.2758,0.4807,1.2163,0.464,1,7,1,0.557,0.354,0.78,0.961,0.242,0
958,Engineering,designer,3,23,Sprint 23,12.0,10,0.19,Deliver product features,features,53,110,struggling,0.5399,0.2965,0.1,-1.5615,0.2122,1,10,3,0.509,0.288,0.76,1.0,0.185,0
959,Marketing,designer,5,22,Sprint 22,3.3,15,0.15,Close support tickets,tickets,202,32,slow_starter,0.9764,0.4471,0.998,-0.1274,0.1498,0,14,3,0.946,1.0,0.182,0.961,0.122,1
960,Engineering,tester,5,1,Sprint 1,6.8,15,0.56,Resolve bug reports,bugs,31,80,strong_starter,1.02,0.4592,0.9225,-0.2465,0.2064,1,2,7,0.972,0.592,0.494,0.955,0.537,0
961,Sales,consultant,7,16,Sprint 16,8.2,5,0.88,Deploy system updates,updates,22,127,struggling,1.0554,0.02,0.2532,-1.3572,0.1852,0,8,9,0.054,0.676,0.224,0.868,0.912,0
962,Marketing,designer,6,4,Sprint 4,3.7,9,0.42,Onboard new clients,clients,18,130,strong_starter,0.5298,0.0644,0.9114,1.1846,0.518,1,7,11,0.213,0.477,0.824,0.929,0.493,0
963,Product,consultant,3,12,Sprint 12,10.6,4,0.77,Deploy system updates,updates,13,75,slow_starter,1.1484,0.7215,1.156,-1.2824,0.2307,0,9,4,1.15,1.0,0.081,0.968,0.811,1
964,Engineering,developer,6,17,Sprint 17,3.6,13,0.06,Onboard new clients,clients,22,135,strong_starter,0.8141,0.02,0.6555,-1.5777,0.324,0,3,2,0.114,0.818,0.368,0.994,0.04,0
965,QA,designer,6,2,Sprint 2,4.4,7,0.34,Write documentation pages,pages,36,130,strong_starter,0.8539,0.1986,0.9181,-0.6284,0.2412,0,7,5,0.389,0.868,0.322,1.0,0.282,0
966,Marketing,analyst,12,4,Sprint 4,14.2,19,0.61,Deploy system updates,updates,20,176,slow_starter,0.6647,0.3692,0.4892,0.1608,0.3778,1,10,4,0.703,0.367,0.575,1.0,0.517,0
967,Product,developer,10,3,Sprint 3,10.0,16,0.21,Close support tickets,tickets,245,127,struggling,1.7066,0.7214,1.0843,1.3041,0.0,0,23,0,1.15,0.941,0.0,0.945,0.218,1
968,Sales,developer,7,14,Sprint 14,3.6,7,0.94,Run quality tests,tests,70,88,steady,0.9585,0.3891,0.8065,0.5984,0.0,1,10,3,0.955,0.646,0.454,0.948,0.943,1
969,QA,engineer,4,10,Sprint 10,4.9,7,0.63,Run quality tests,tests,33,158,steady,1.0091,0.6664,1.1539,1.3486,0.0717,0,18,1,1.15,1.0,0.005,0.957,0.58,1
970,Sales,consultant,6,3,Sprint 3,1.6,16,0.72,Deliver product features,features,60,126,slow_starter,1.2,0.571,1.0682,-0.7137,0.6397,0,8,12,1.07,0.833,0.036,0.894,0.769,0
971,Sales,engineer,11,13,Sprint 13,3.3,19,0.86,Close support tickets,tickets,230,168,slow_starter,0.7991,0.2953,1.0729,-3.6134,0.3714,0,9,13,0.374,0.928,0.341,0.997,0.836,0
972,Engineering,developer,12,19,Sprint 19,7.3,9,0.43,Close support tickets,tickets,117,100,steady,1.1694,0.775,0.3578,-0.409,0.2319,0,17,3,1.15,0.629,0.0,1.0,0.38,1
973,Marketing,tester,5,13,Sprint 13,0.7,15,0.73,Resolve bug reports,bugs,76,102,struggling,0.7274,0.1869,0.8728,-0.9426,0.2863,0,2,0,0.339,0.797,0.458,0.897,0.666,0
974,Engineering,designer,5,15,Sprint 15,5.9,18,0.11,Deliver product features,features,36,87,steady,0.7045,0.2452,0.2888,-1.4037,0.1613,1,6,17,0.426,0.426,0.67,0.86,0.0,0
975,QA,tester,5,3,Sprint 3,2.5,19,0.84,Deliver product features,features,14,173,slow_starter,1.0208,0.723,0.8856,2.2887,0.2336,0,11,0,1.15,0.853,0.013,1.0,0.724,1
976,Product,consultant,7,5,Sprint 5,1.0,18,0.6,Conduct client calls,calls,27,156,steady,1.257,0.6279,0.5152,2.0548,0.1462,0,15,0,1.15,0.819,0.004,1.0,0.604,1
977,Marketing,designer,7,21,Sprint 21,3.9,14,0.71,Conduct client calls,calls,116,173,struggling,1.008,0.344,0.7957,-2.1885,0.3519,1,4,3,0.625,0.502,0.443,0.965,0.606,0
978,QA,analyst,2,6,Sprint 6,8.0,3,0.17,Deliver product features,features,14,138,struggling,1.0871,0.1956,0.7788,1.1417,0.23,1,8,2,0.558,0.589,0.497,0.947,0.161,0
979,Marketing,designer,4,24,Sprint 24,13.2,13,0.4,Close support tickets,tickets,148,156,steady,1.0116,0.8134,0.6633,0.4983,0.0983,0,12,1,1.15,0.879,0.082,1.0,0.157,1
980,Product,tester,12,6,Sprint 6,2.6,16,0.69,Resolve bug reports,bugs,49,163,struggling,1.1779,0.3082,1.2997,1.9719,0.0166,0,11,0,0.8,1.0,0.223,1.0,0.709,1
981,Sales,developer,4,6,Sprint 6,8.1,15,0.01,Write documentation pages,pages,43,94,steady,1.1177,0.6545,0.4892,0.4439,0.0937,0,15,1,1.15,0.768,0.002,0.893,0.068,1
982,Sales,consultant,3,18,Sprint 18,7.1,3,0.06,Deliver product features,features,8,109,strong_starter,0.8563,0.3701,1.0109,-1.0815,0.0996,1,6,6,0.618,0.67,0.516,0.853,0.025,0
983,Product,consultant,2,7,Sprint 7,4.5,13,0.58,Write documentation pages,pages,50,173,struggling,0.3932,0.3347,0.4232,0.8728,0.5245,1,9,0,0.803,0.391,0.743,1.0,0.536,0
984,Sales,engineer,11,5,Sprint 5,2.0,6,0.28,Deploy system updates,updates,22,173,steady,0.6148,0.4336,1.668,-1.2902,0.1,0,13,0,0.733,1.0,0.296,0.929,0.297,1
985,Marketing,tester,6,24,Sprint 24,13.1,15,0.21,Run quality tests,tests,95,128,steady,1.3791,0.6617,0.8047,-1.0264,0.0744,1,19,3,1.15,0.644,0.271,0.983,0.263,1
986,QA,engineer,7,3,Sprint 3,13.5,1,0.14,Conduct client calls,calls,31,67,steady,0.958,0.342,1.3258,1.7115,0.0,0,16,5,0.801,1.0,0.22,0.898,0.091,1
987,Engineering,analyst,10,13,Sprint 13,6.0,12,0.71,Onboard new clients,clients,13,107,slow_starter,1.2126,0.3155,0.5891,0.3712,0.098,0,14,5,0.66,0.836,0.072,0.992,0.668,1
988,Sales,analyst,12,9,Sprint 9,10.8,13,0.56,Write documentation pages,pages,43,50,struggling,0.7193,0.2837,0.9299,-1.791,0.02,1,6,10,0.473,0.728,0.649,0.772,0.374,0
989,Sales,engineer,7,15,Sprint 15,11.7,11,0.73,Deliver product features,features,43,141,slow_starter,0.6359,0.4542,0.5024,-0.3188,0.359,1,3,11,0.961,0.385,0.553,0.919,0.552,0
990,Engineering,analyst,9,12,Sprint 12,8.1,0,0.5,Conduct client calls,calls,68,125,steady,1.1876,0.6033,1.6497,0.1366,0.1368,0,9,1,1.147,1.0,0.029,1.0,0.45,1
991,Engineering,tester,6,2,Sprint 2,9.9,20,0.48,Write documentation pages,pages,68,94,strong_starter,1.1217,0.4933,0.9673,0.4384,0.1036,1,16,1,1.012,0.647,0.368,0.971,0.642,1
992,Engineering,consultant,9,20,Sprint 20,9.7,15,0.17,Resolve bug reports,bugs,50,44,struggling,0.4536,0.2582,0.5038,-0.6219,0.2536,0,7,0,0.536,0.757,0.379,0.887,0.092,0
993,Marketing,consultant,4,23,Sprint 23,11.2,4,0.08,Run quality tests,tests,33,39,steady,1.0369,0.9,1.2647,-1.6383,0.0379,0,12,2,1.15,1.0,0.0,0.894,0.101,1
994,Marketing,developer,5,21,Sprint 21,9.4,0,0.5,Onboard new clients,clients,23,45,strong_starter,1.3012,0.6577,1.2753,-0.1971,0.1643,0,14,2,1.15,1.0,0.0,1.0,0.524,1
995,Marketing,consultant,7,17,Sprint 17,0.7,12,0.42,Write documentation pages,pages,67,73,steady,0.535,0.1751,0.4725,2.045,0.2441,1,9,6,0.435,0.455,0.705,0.886,0.553,0
996,Product,engineer,4,15,Sprint 15,1.1,19,0.2,Conduct client calls,calls,125,158,steady,1.356,0.6507,1.3477,0.8555,0.2816,0,13,3,1.15,1.0,0.0,1.0,0.0,1
997,Engineering,developer,9,19,Sprint 19,12.6,2,0.57,Close support tickets,tickets,119,100,steady,0.5914,0.02,0.3706,-0.89,0.4939,1,8,3,0.09,0.301,0.759,0.91,0.491,0
998,Marketing,consultant,2,6,Sprint 6,11.9,6,0.64,Deliver product features,features,19,52,slow_starter,0.8855,0.5465,1.1065,2.0485,0.1347,0,3,2,1.15,0.954,0.141,0.928,0.53,1
999,Sales,developer,2,13,Sprint 13,10.7,5,0.28,Conduct client calls,calls,59,78,slow_starter,0.7549,0.0884,0.727,2.1107,0.1139,1,6,0,0.199,0.589,0.708,1.0,0.351,0
1000,Product,developer,9,9,Sprint 9,1.8,11,0.58,Conduct client calls,calls,54,81,strong_starter,1.762,0.7797,0.9023,-1.2462,0.0634,0,9,2,1.15,0.938,0.0,0.97,0.504,1
1001,Marketing,designer,4,18,Sprint 18,8.7,13,0.35,Onboard new clients,clients,23,73,slow_starter,1.4055,0.2769,0.9685,0.3042,0.1014,0,13,3,0.569,0.939,0.034,0.928,0.413,1
1002,Product,engineer,10,7,Sprint 7,4.2,14,0.26,Conduct client calls,calls,63,158,strong_starter,0.9319,0.6585,1.0865,-0.2234,0.1557,0,10,3,1.15,0.958,0.156,1.0,0.353,1
1003,Product,developer,11,13,Sprint 13,10.0,1,0.32,Complete code reviews,reviews,151,65,steady,1.3512,0.6088,0.6966,3.0434,0.0,1,16,2,1.15,0.572,0.273,1.0,0.263,1
1004,Product,consultant,3,6,Sprint 6,13.7,9,0.16,Close support tickets,tickets,80,137,slow_starter,1.0319,0.25,1.6698,-0.8275,0.1294,0,12,1,0.499,1.0,0.225,1.0,0.186,1
1005,QA,consultant,8,16,Sprint 16,12.6,8,0.72,Onboard new clients,clients,28,146,slow_starter,0.9747,0.2306,0.9426,0.8715,0.4516,1,5,7,0.513,0.473,0.621,0.951,0.743,0
1006,Sales,tester,3,14,Sprint 14,6.7,8,0.95,Deploy system updates,updates,25,40,steady,0.5442,0.101,0.4388,-0.1089,0.3943,1,7,9,0.183,0.382,0.826,0.81,1.0,0
1007,Marketing,analyst,11,5,Sprint 5,2.4,10,0.79,Run quality tests,tests,41,106,steady,0.7794,0.0745,0.3066,0.1504,0.2985,1,8,16,0.188,0.396,0.671,0.809,0.785,0
1008,QA,engineer,12,5,Sprint 5,3.4,5,0.3,Complete code reviews,reviews,118,147,steady,0.8908,0.7582,1.3487,0.9226,0.2112,1,4,3,1.15,0.776,0.401,1.0,0.318,1
1009,Sales,consultant,10,12,Sprint 12,0.6,5,0.34,Conduct client calls,calls,75,53,struggling,1.0632,0.2097,0.8327,-0.1716,0.0711,1,4,7,0.468,0.635,0.453,0.861,0.501,0
1010,QA,consultant,5,4,Sprint 4,6.1,10,0.76,Conduct client calls,calls,136,150,struggling,0.73,0.2509,0.7675,0.4897,0.2361,1,8,6,0.562,0.545,0.657,0.922,0.694,0
1011,Product,designer,12,24,Sprint 24,14.6,0,0.5,Resolve bug reports,bugs,69,130,strong_starter,1.3458,0.5289,1.1769,0.013,0.1809,0,10,1,1.098,1.0,0.0,1.0,0.525,1
1012,Engineering,tester,11,13,Sprint 13,13.8,20,0.23,Conduct client calls,calls,67,122,steady,0.8288,0.5917,0.9498,0.8275,0.0961,0,13,0,1.15,0.893,0.136,1.0,0.358,1
1013,Sales,designer,4,10,Sprint 10,5.0,15,0.03,Resolve bug reports,bugs,70,53,steady,1.0083,0.6381,1.4449,1.2462,0.072,0,8,0,1.15,1.0,0.049,1.0,0.0,1
1014,QA,engineer,7,22,Sprint 22,11.1,20,0.86,Complete code reviews,reviews,131,162,steady,0.7286,0.4062,0.4222,-0.1625,0.2419,0,9,9,0.802,0.774,0.32,0.91,0.853,0
1015,QA,engineer,9,21,Sprint 21,14.4,12,0.42,Write documentation pages,pages,18,177,steady,1.0803,0.5512,1.9383,0.7579,0.0,1,10,0,1.15,0.976,0.359,0.924,0.451,1
1016,QA,consultant,7,18,Sprint 18,14.6,3,0.79,Deliver product features,features,46,145,strong_starter,1.1001,0.5824,1.0445,-1.1837,0.1462,0,20,2,1.006,0.903,0.04,1.0,0.876,1
1017,Marketing,developer,5,17,Sprint 17,12.3,14,0.43,Deploy system updates,updates,11,68,steady,1.1678,0.652,1.3206,0.9072,0.0407,0,13,0,1.15,1.0,0.121,0.935,0.469,1
1018,Marketing,consultant,7,9,Sprint 9,6.7,9,0.77,Onboard new clients,clients,17,123,steady,1.4851,0.6462,1.3632,0.9965,0.2169,1,8,0,1.15,0.672,0.274,1.0,0.735,1
1019,Product,developer,12,2,Sprint 2,9.1,11,0.73,Resolve bug reports,bugs,60,136,steady,1.0036,0.5299,1.0977,0.4899,0.1502,0,12,3,1.134,0.964,0.206,0.91,0.723,1
1020,Sales,consultant,9,14,Sprint 14,13.4,11,0.97,Complete code reviews,reviews,51,166,steady,1.3514,0.4388,1.1852,0.9477,0.0226,0,12,1,0.933,1.0,0.0,1.0,0.939,1
1021,Product,developer,2,5,Sprint 5,9.3,20,0.81,Run quality tests,tests,92,147,strong_starter,0.8175,0.5544,1.3007,1.3626,0.2406,1,24,2,1.15,0.771,0.493,1.0,0.706,1
1022,Engineering,analyst,6,24,Sprint 24,10.0,2,0.84,Deliver product features,features,29,107,steady,1.7158,0.6598,0.5074,-0.4299,0.1734,0,17,0,1.15,0.654,0.0,1.0,0.796,1
1023,Marketing,tester,10,8,Sprint 8,10.6,1,0.37,Conduct client calls,calls,93,96,struggling,0.2931,0.3219,0.4386,0.3425,0.1761,1,4,0,0.674,0.415,0.727,1.0,0.452,0
1024,Engineering,tester,8,6,Sprint 6,10.3,8,0.01,Deploy system updates,updates,23,77,slow_starter,1.044,0.5775,1.1729,-0.9748,0.2851,0,11,3,1.081,0.977,0.139,0.973,0.0,1
1025,Product,engineer,5,8,Sprint 8,0.8,10,0.22,Complete code reviews,reviews,100,98,strong_starter,1.0136,0.4542,0.923,-1.0844,0.2014,0,19,3,0.873,0.892,0.126,0.93,0.272,1
1026,Marketing,developer,10,13,Sprint 13,7.4,17,0.01,Process sales leads,leads,147,180,steady,1.159,0.5292,1.5204,0.7954,0.0245,0,10,3,1.15,1.0,0.172,1.0,0.045,1
1027,QA,analyst,10,23,Sprint 23,3.0,12,0.26,Onboard new clients,clients,7,148,struggling,0.4736,0.1035,0.5038,0.4785,0.5557,1,8,13,0.205,0.366,0.821,0.813,0.227,0
